PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01IdQ,Q3r3/1P6/KP1q4/5k2/8/8/8/8 b - - 0 72,d6d8 a8d8 e8d8 a6a7,1728,74,94,1397,crushing defensiveMove endgame master short,https://lichess.org/dqJdxwOV/black#144,
01Ie5,8/3R3p/6pk/5p2/5PP1/1r5P/r2B1K2/8 b - - 0 46,b3b2 g4g5 h6h5 d7h7,903,89,95,2144,deflection endgame mate mateIn2 short,https://lichess.org/MSON3n5v/black#92,
01IiI,5b1k/1p5p/p1n1QPp1/8/3q1R2/P5PK/2r4P/5R2 b - - 3 29,d4d3 e6f7 d3d8 f1d1 d8c8 d1d7,2381,83,78,107,crushing defensiveMove long middlegame,https://lichess.org/ZZHls8bT/black#58,
01ImN,8/8/p6p/2K2p1P/P3k3/2P5/8/8 w - - 0 43,c5d6 f5f4 c3c4 f4f3 c4c5 f3f2 c5c6 f2f1q,871,90,95,214,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/K6ka82c8#85,
01InH,4k1nr/r1pp1ppq/1p2p3/2b5/2P1PP2/pPNP1nP1/P2B1N1P/R2Q1RKB w k - 3 21,d1f3 h7h2,755,76,97,2374,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/mT8UmU6y#41,
01Inf,r2q3k/pp2R1pp/3p4/Q7/8/8/Pb3PPP/4R1K1 b - - 0 29,d8a5 e7e8 a8e8 e1e8,540,87,77,125,backRankMate endgame mate mateIn2 short,https://lichess.org/CkfSk11W/black#58,
01Isj,1kq1r2r/p1p2pp1/1pPb4/3P3p/Q1B2nb1/4B3/P2N1PPP/1R2R1K1 b - - 1 20,h5h4 c4a6 c8f5 e3b6 e8e1 b1e1 c7b6 c6c7 d6c7 e1e8 h8e8 a4e8 f5c8 a6c8,2724,97,79,103,advancedPawn crushing middlegame queensideAttack sacrifice veryLong,https://lichess.org/YoMn61lq/black#40,
01IyI,k1r2n2/p2r1pp1/P1BBp2p/4P3/2P5/2K4P/5PP1/1R6 b - - 0 34,c8c6 b1b8,588,80,62,75,endgame master mate mateIn1 oneMove,https://lichess.org/HhbcAeLd/black#68,
01Iz5,4r1k1/1R3bpp/3b4/4n3/P2B2P1/2P2P2/5K2/7R w - - 1 38,a4a5 e5d3 f2g2 e8e2,1288,76,75,264,crushing middlegame short,https://lichess.org/Jo50VzeN#75,
01J3E,4r1k1/pb3ppp/1p2r1q1/8/3QP3/2B4P/PP2R1P1/4R1K1 b - - 0 24,e6e4 e2e4 b7e4 e1e4,981,82,95,216,crushing middlegame short,https://lichess.org/JNbKXKKD/black#48,
01J3m,4r1k1/p1q2pbp/2p3p1/NrPp4/3P4/3QP2P/5PP1/R4RK1 w - - 1 25,a1a2 b5a5 a2a5 c7a5,1213,75,91,1650,crushing master middlegame short,https://lichess.org/AI7tSNcU#49,
01J3q,r3r1k1/ppq1ppb1/2p3nN/2Pp3p/3Pn2N/1P2P2P/PB3QP1/R4RK1 b - - 9 23,g7h6 f2f7 g8h8 h4g6,1397,75,97,19717,fork mate mateIn2 middlegame short,https://lichess.org/CUMxzqX2/black#46,
01J4m,r1b2q1k/1p4pp/4pn2/2n2p2/p1BN4/P1P4P/2Q2RP1/4R1K1 b - - 5 21,f6e4 e1e4 c5e4 c2e4,1644,82,60,44,crushing middlegame short,https://lichess.org/IRWa435M/black#42,
01J5O,r4r1k/1pp1NppR/3p4/p3n3/4P3/1PPP2P1/1P1K2P1/3R4 b - - 0 22,h8h7 d1h1,591,91,89,2290,anastasiaMate endgame mate mateIn1 oneMove,https://lichess.org/2DUSUcNf/black#44,
01J8c,r1bqk2r/pp2bpp1/2p1pn1p/4N3/3PNQ2/2P3P1/PP3PBP/R3K2R b KQkq - 4 13,f6e4 f4f7,798,75,83,224,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/p8782uZk/black#26,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
01JEA,5rkr/1QN5/4R3/p7/P1Pp4/1B1q3P/1P4P1/6K1 w - - 1 44,c4c5 f8f1 g1h2 h8h3 g2h3 f1f2 b7g2 f2g2 h2g2 d3b3,2118,78,94,7392,advantage middlegame sacrifice veryLong,https://lichess.org/rcwW2M7E#87,
01JIQ,3r4/1pp3bk/3p3n/p2P3Q/P3p3/4q3/1P2Nr2/R2K2R1 b - - 7 39,f2e2 h5g6 h7h8 g6g7,1009,79,89,40,mate mateIn2 middlegame short,https://lichess.org/cTUCVX0V/black#78,
01JJc,4k3/4P3/2p1KP2/2N5/7r/8/p7/8 b - - 4 42,h4h6 c5e4 c6c5 e4d6,2126,89,57,92,endgame mate mateIn2 quietMove short,https://lichess.org/beTqPTep/black#84,
01JKz,r3r1k1/ppp1qppp/5n2/4P3/8/2Q1B3/PPP4P/2KR2R1 b - - 0 19,e7e5 e3d4 e5f4 c1b1 a8d8 g1g7 g8f8 g7g1,2752,118,89,789,advantage defensiveMove middlegame veryLong,https://lichess.org/Eptc3qIK/black#38,
01JUS,8/2k4p/2P1Kpp1/8/5P2/8/7P/8 b - - 1 48,f6f5 e6d5 g6g5 f4g5 f5f4 d5e4 c7c6 e4f4,2286,81,90,926,crushing endgame pawnEndgame veryLong,https://lichess.org/qSvjNJDM/black#96,
01JaO,5r1k/pp4p1/b1p1Q2p/3p4/PP1P2P1/6bP/4NPBq/R3RK2 w - - 1 29,f2f3 f8f3 g2f3 h2f2,1704,78,87,69,mate mateIn2 middlegame sacrifice short,https://lichess.org/eYK1wfLO#57,
01JaZ,2k1rb1r/ppp2qp1/4Pp1p/8/1n6/2NQ1N1P/PPP2PP1/R3R1K1 b - - 0 19,e8e6 d3f5 g7g6 f5e6 f7e6 e1e6,1651,74,93,1770,crushing long middlegame,https://lichess.org/gX1AOHfA/black#38,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
01JlK,3b2k1/2q2pp1/7p/P1pB4/2QpP1P1/7P/5P2/6K1 b - - 0 35,c7a5 d5f7 g8h8 c4e6 d8e7 e6e7,1816,95,44,40,crushing endgame long,https://lichess.org/35Rb3SlS/black#70,
01Jrn,5rk1/3q1r1p/1p1bQ1p1/8/1P4R1/7P/3N2P1/5R1K w - - 5 34,e6d7 f7f1 d2f1 f8f1,699,104,88,823,mate mateIn2 middlegame short,https://lichess.org/eRVQUz9d#67,
01JtE,8/8/R7/8/6P1/1k5K/p3r3/8 w - - 1 53,h3h4 e2e1 a6a2 b3a2,2480,85,85,74,crushing endgame master quietMove rookEndgame short,https://lichess.org/Fhnb6tRp#105,
01Jtn,2rq1rk1/1b1n1p2/4p2Q/pn1pP2P/1p1P2NP/8/PP3PB1/R3R1K1 b - - 0 24,d8h4 g4f6 d7f6 e5f6 h4f6 h6f6,1471,78,82,99,crushing kingsideAttack long middlegame,https://lichess.org/Rp98VdQs/black#48,
01Jto,r1bqr1k1/1p3ppp/p5n1/8/4Q3/4N3/PP2BPPP/R4RK1 w - - 2 18,f1d1 d8d1 a1d1 e8e4 d1d8 g6f8,1316,75,91,1040,advantage long master middlegame,https://lichess.org/EB39LZsw#35,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
01Jy6,r2r2k1/p3qppp/1pb1p3/2p1P1N1/5n2/2P2N2/PPQ2PPP/R4RK1 b - - 7 16,h7h6 c2h7 g8f8 h7h8,845,103,67,22,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/r6Io6rlI/black#32,Sicilian_Defense Sicilian_Defense_Alapin_Variation
01JzG,8/2k5/8/1r2p2R/6p1/3K4/1p4PP/1N6 w - - 0 41,h5g5 e5e4 d3c2 b5g5,1468,74,95,9582,crushing discoveredAttack endgame short,https://lichess.org/Pq6aorBc#81,
01K12,5r2/1bN1N1k1/5rp1/4p2p/2PbP3/pP5P/P3R1P1/3R3K w - - 0 34,e7d5 f6f1 d1f1 f8f1 h1h2 d4g1,1401,75,93,1184,advantage kingsideAttack long middlegame,https://lichess.org/nnSgOzEw#67,
01K5t,rn3rk1/pp4pp/2pbbq2/3p1p1Q/3P3N/2NB4/PPP2PPP/3R1RK1 w - - 4 14,c3e2 e6f7 h5f5 f6h4,2244,76,84,240,crushing middlegame short,https://lichess.org/Ejwk4Hrw#27,French_Defense French_Defense_Knight_Variation
01K6c,1r2r1k1/p1p3pp/6q1/2nb4/Q7/5P2/PPP3PP/RNB2RK1 w - - 1 19,a4a7 d5f3 f1f3 e8e1 f3f1 e1f1,2335,76,90,607,crushing fork long middlegame pin sacrifice,https://lichess.org/M5YkSRcA#37,
01KAj,r4rk1/1p3pp1/1p1p1q1p/1BpP4/P3Pn1n/2N2N2/1PPQ1PPK/R3R3 w - - 3 22,f3h4 f6h4 h2g1 h4g5 d2f4 g5f4,1796,75,88,822,advantage long middlegame,https://lichess.org/nTqK7Mxa#43,
01KDp,r2qk2r/pp1n1ppp/3bp3/1bppN3/4PP2/1P1P4/PBPN2PP/R2QK2R b KQkq - 0 11,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1220,76,90,767,crushing long middlegame,https://lichess.org/zvxPwMmj/black#22,Bird_Opening Bird_Opening_Dutch_Variation
01KFo,5rk1/ppq2ppp/3bp3/3p1nP1/3P3P/2P1B3/PP2Q1P1/R4RK1 w - - 1 19,h4h5 d6h2 g1h1 f5g3 h1h2 g3e2,1469,77,92,7469,crushing discoveredAttack fork long middlegame,https://lichess.org/mck7Lr6h#37,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
01KQY,2r2k2/1R3p1p/6pP/P2p4/1p6/1P2RPP1/3r4/1K6 b - - 2 39,c8c2 b7b8 c2c8 b8c8,764,78,97,657,endgame mate mateIn2 rookEndgame short,https://lichess.org/O7OlrfG1/black#78,
01KQc,r1bqr1k1/1pp2ppp/1p1p4/3Ppn2/1P6/2PB1N2/P1Q2PPP/R4RK1 b - - 2 15,d8e7 d3f5 c8f5 c2f5,762,81,80,84,advantage middlegame short,https://lichess.org/elRWrVit/black#30,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
01KSz,2r3k1/1p3ppp/p3p3/3pP2Q/2r2b2/P1Pq3P/1P2R2B/5R1K b - - 1 29,f4h2 h5f7 g8h8 f7f8 c8f8 f1f8,1398,91,74,325,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/9F9G6yiK/black#58,
01KVi,2r3q1/1p6/p2p3R/3PpkP1/4np2/3B4/PP6/1K4R1 b - - 5 31,g8d5 h6f6,1268,160,81,58,endgame mate mateIn1 oneMove pin,https://lichess.org/3alLBNAk/black#62,
01Kdn,1k1r4/pb3p2/1pq2r2/4p1B1/PQ2p1p1/6P1/2P2P1P/1R3RK1 w - - 2 28,g5f6 e4e3 f2f3 g4f3 f6e5 b8a8,1901,114,38,18,crushing defensiveMove long middlegame,https://lichess.org/OD8tiea0#55,
01KiF,r3kb1r/p1p1qppp/bp2p3/1N1pN3/3P4/PQ6/1P3PPP/R3K2R b KQkq - 0 13,c7c5 b3a4 a6b5 a4b5 e8d8 e5c6 d8c7 c6e7,2073,75,88,196,advantage fork middlegame veryLong,https://lichess.org/d1ijJecI/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
01Kjc,r2r4/4kppp/p1npb3/4p3/2N1P3/1Bq5/PRP2PPP/3Q1RK1 w - - 1 18,b2b1 e6c4 b3c4 c3c4,1203,77,69,92,advantage middlegame short,https://lichess.org/LybLAkCF#35,Sicilian_Defense Sicilian_Defense_Other_variations
01Kjm,8/KP2r1pk/5p2/7p/4b2P/3Q4/8/8 w - - 3 72,d3e4 e7e4 b7b8q e4a4 a7b7 a4b4 b7c8 b4b8,1157,75,88,389,crushing endgame master skewer veryLong,https://lichess.org/MfV6fbcL#143,
01Kn5,8/8/8/1R3p2/1P6/6k1/r6p/7K w - - 2 50,b5f5 a2a1 f5f1 a1f1,445,99,78,191,endgame mate mateIn2 rookEndgame short,https://lichess.org/k647Qsyr#99,
01KyF,5rk1/6bp/1p2p1p1/1Pp5/2P4q/4NQ1P/5PP1/1R4K1 w - - 0 32,f3c6 h4f2 g1h1 f2e3,1097,76,96,200,crushing endgame fork short,https://lichess.org/dyxvNO3Q#63,
01Kz0,4rr2/RQ4pk/2p2q1p/8/8/1P1P4/2P2PPP/5RK1 w - - 3 29,a7a6 f6f2 f1f2 e8e1 f2f1 e1f1,1189,87,92,1963,endgame long mate mateIn3 sacrifice,https://lichess.org/Q262mNXq#57,
01L4j,r2q1rkb/pb4Np/1n3p1P/3pn1p1/6P1/P1NBBP2/1P1Q4/R3K2R w KQ - 0 22,d3e2 b6c4 d2d4 c4e3,2260,76,91,699,crushing middlegame short,https://lichess.org/hFb6tU26#43,
01L59,rnb2rk1/pp1p1ppp/4p3/4P3/3b1Pnq/2N5/PPPNB1PP/R1BQ1R1K w - - 2 12,g2g3 h4h2,1162,77,91,1339,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/5qG1QQrX#23,Mieses_Opening Mieses_Opening_Other_variations
01LA9,2r3k1/p4q2/4N1pQ/1p1nP3/3P4/8/5PP1/6KR b - - 0 32,f7e6 h6h8 g8f7 h1h7,1463,76,85,1316,endgame mate mateIn2 short,https://lichess.org/mFqNeSJb/black#64,
01LBw,r6r/ppp1kBp1/2np4/4p3/4P1p1/P2P3q/1PPN1P2/R2Q1RK1 w - - 0 17,d1g4 h3g4,681,96,84,328,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/b4KcZaUU#33,Philidor_Defense Philidor_Defense_Other_variations
01LEM,8/8/p7/1P2kp2/P2q2pp/KR6/1R5P/8 b - - 0 66,a6a5 b5b6 d4d6 a3a2,1653,75,94,845,crushing endgame queenRookEndgame short,https://lichess.org/HO5OEmwJ/black#132,
01LGS,2R5/p5pk/2p1r1q1/4p1pn/1P4Q1/P4P1P/6P1/2R4K w - - 7 37,g4e4 h5g3 h1h2 g3e4,943,77,81,167,crushing endgame fork short,https://lichess.org/KC0yf0ED#73,
01LGs,4rr2/ppp2q1k/3p2p1/2bP4/4RPP1/1RBQ4/P6P/7K b - - 0 32,e8e4 d3h3 h7g8 h3h8,1234,76,88,1604,mate mateIn2 middlegame short,https://lichess.org/Z3tr3Uaf/black#64,
01LIa,1r3k2/5b1p/3N4/3p4/pp1P4/P1p2B2/1P3PPP/2R3K1 w - - 0 31,d6f7 c3b2 c1f1 b4a3,1939,76,81,77,advancedPawn capturingDefender crushing endgame short,https://lichess.org/Hfz9bQMR#61,
01LIb,8/p4kp1/4r3/3R2P1/5P2/P3PQ2/4R2K/2q2r2 w - - 1 40,f3h5 f7e7 d5d7 e7d7 h5f7 d7d6,2431,78,83,81,advantage defensiveMove endgame long,https://lichess.org/f812IDXr#79,
01LIu,7k/p5p1/8/2P1p2p/6n1/PqBQ2P1/7P/6K1 w - - 3 32,c5c6 b3b6 c3d4 e5d4,1821,75,94,6561,crushing endgame master short,https://lichess.org/cwoKYsfh#63,
01LLU,r3r1k1/1pp3pp/p2p4/2qPnR2/4Q3/P5NP/1P4PK/R7 b - - 3 24,c5c4 f5e5 c4e4 e5e4 e8e4 g3e4,1507,75,92,1603,advantage long middlegame,https://lichess.org/SQosIQ2S/black#48,
01LPz,8/p6k/2pr2p1/4Np1p/4n2P/2n1P1P1/P4PB1/2R3K1 w - - 4 37,g2e4 c3e2 g1g2 e2c1,1028,78,95,2519,advantage endgame fork master short,https://lichess.org/zjEzF4hk#73,
01LSB,8/8/p3k1p1/Pp1pB3/3PnK2/1P6/6P1/8 w - - 2 38,b3b4 e4f2 e5c7 f2d3,2470,83,84,107,crushing endgame master masterVsMaster quietMove short,https://lichess.org/5JrKbdvP#75,
01LXq,2rq1rk1/pb3ppp/1p2p3/8/2RPn3/3QP3/PB2BPPP/5RK1 b - - 0 17,b7a6 c4c8 a6d3 c8d8 d3e2 d8f8,1194,76,88,385,crushing long middlegame,https://lichess.org/pbND5s2h/black#34,Nimzo-Indian_Defense Nimzo-Indian_Defense_Spielmann_Variation
01LYN,r1b2r2/pp3pk1/2p1p1p1/4qnBp/2B5/2P2Q2/PP3PPP/R4RK1 b - - 0 16,f5d6 g5f4 e5c5 b2b4 c5c4 f4d6,2403,80,90,455,advantage long middlegame,https://lichess.org/Y01wV3Vb/black#32,Sicilian_Defense Sicilian_Defense_Old_Sicilian
01LaG,6rk/R7/3p1q1p/3P2pQ/1P2P3/3P1p1P/P1r3PB/1R5K w - - 0 28,a7f7 f3g2 h1g1 f6d4 f7f2 d4f2,1643,75,91,1161,advancedPawn kingsideAttack long mate mateIn3 middlegame,https://lichess.org/UtNFI4I6#55,
01Lbu,3r1rk1/3PRppp/8/3Q4/p7/1P6/q5PP/4R1K1 w - - 1 29,d5f7 f8f7 e7e8 f7f8,1542,76,76,113,crushing endgame short,https://lichess.org/Tw8virMI#57,
01Lm4,r3k1nr/2pp1pp1/npbbp1q1/7p/2PP3B/2N1PN1P/PP3PP1/2RQKB1R w Kkq - 3 12,f1d3 g6g2 h1g1 g2f3 d1f3 c6f3,1721,77,80,56,advantage long opening,https://lichess.org/ZBLlFmFC#23,English_Defense English_Defense_Other_variations
01Lmi,2r3k1/5pp1/2P4p/2R5/1r6/6P1/p4P1P/2R3K1 w - - 2 32,g1g2 b4b1 c5a5 b1c1,1542,86,67,26,crushing endgame rookEndgame short,https://lichess.org/ZyWteqqn#63,
01Lo7,r2qb2r/6k1/p2p1p2/1ppN1Pp1/4P1Q1/2PP3P/P5P1/3R1RK1 w - - 6 29,g2g3 e8h5 g4h5 h8h5,1085,81,91,467,crushing middlegame short trappedPiece,https://lichess.org/jwV6XI0r#57,
01LoE,r1b2k1r/pppp2pp/2n5/4q1N1/2Q1P3/8/P4PPP/R1B2RK1 b - - 2 15,h7h6 c4f7,985,86,81,80,mate mateIn1 middlegame oneMove,https://lichess.org/BmlNRrDy/black#30,Italian_Game Italian_Game_Evans_Gambit
01LrN,r4rk1/2p1qppp/p7/1b1QPN2/1p2N3/8/PP1K1PnP/2R4R b - - 1 22,e7e8 e4f6 g8h8 f6e8,2026,76,94,10764,crushing kingsideAttack middlegame short,https://lichess.org/nDdmjLDH/black#44,
01LsE,8/8/5pkp/8/P4rPp/1P5P/r4P2/1R1R1K2 w - - 4 37,b3b4 f4f2 f1g1 f2g2 g1h1 g2h2,1444,74,92,3922,crushing endgame long master masterVsMaster rookEndgame,https://lichess.org/GaLzyn48#73,
01Luf,3r1rk1/p1p2p2/2Q4p/2P1q1p1/3p2P1/1P2P2P/P1PK1P2/4RR2 w - - 2 23,d2c1 d4e3 c1b1 e3e2,1682,78,76,48,advancedPawn advantage endgame short,https://lichess.org/gEYBQ5RS#45,
01Lvt,r5k1/pp2p1bp/6p1/8/4N1P1/1q5P/4QP2/3R2K1 b - - 0 25,b3h3 e2c4 g8h8 e4g5 h3g4 c4g4,2338,78,91,2150,crushing endgame long master,https://lichess.org/m1lWojI9/black#50,
01Lyl,3r1rk1/pp4b1/2p2p2/5P1p/6n1/2N2B2/PPP1Q1Pq/3RR1K1 w - - 2 26,g1f1 h2h1,938,80,88,549,mate mateIn1 middlegame oneMove,https://lichess.org/sZYNjKzl#51,
01M07,1r6/2p4p/2r5/kN1p2p1/P4p2/2PRnP2/3R2PP/6K1 b - - 6 36,a5a4 b5d4 b8b1 g1f2 c6c3 d3c3 e3d1 d2d1,2488,98,90,558,advantage endgame veryLong,https://lichess.org/2Mo0mqhm/black#72,
01M18,r2qk2r/pp1n1pNp/2p5/2Pp4/3Pn3/1P2P3/PQ4PP/R4RK1 b kq - 0 17,e8f8 g7e6 f8e7 e6d8,848,103,89,248,advantage middlegame pin short,https://lichess.org/NMrHEcbV/black#34,Slav_Defense Slav_Defense_Other_variations
01M1X,4r3/4bpkp/3p2pN/4P1P1/1p2qn1P/5N2/1P1Q1P2/3R2K1 w - - 0 30,e5d6 e4f3 d2d4 f7f6,2006,74,93,4295,crushing hangingPiece middlegame short,https://lichess.org/7Ybap0Fs#59,
01M2U,1k5r/pp4p1/7r/3p2p1/3P2R1/2P1pP1P/PP2Bb2/K6R w - - 0 38,e2f1 h6h3 f1h3 e3e2 h1b1 h8h3,2345,77,92,2386,advancedPawn advantage endgame long master sacrifice,https://lichess.org/L4WpZJZC#75,
01M6C,4r1k1/1R4R1/2p5/p6K/P1P1r3/5p2/8/8 b - - 1 40,g8f8 b7f7,1130,79,89,1508,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/IYzZiARd/black#80,
01M89,8/2p5/1p2B3/p7/5r2/P4pN1/1PP4k/1K4R1 w - - 1 59,g3e2 f3e2 g1e1 f4f1 b1c1 f1e1,1269,76,100,758,advancedPawn crushing endgame hangingPiece long pin,https://lichess.org/XOFOkMQr#117,
01MCO,Q6k/7p/6p1/8/3b4/4q3/PP5B/2r2R1K b - - 3 32,h8g7 a8f8,1443,256,60,24,endgame master mate mateIn1 oneMove,https://lichess.org/HWBbx7PB/black#64,
01MKa,5rk1/Q1p3pp/1pq5/4pp2/8/1P1P4/1PP2PPP/5RK1 w - - 1 20,f1c1 f8a8 a7a8 c6a8,1279,76,93,5918,advantage endgame short trappedPiece,https://lichess.org/LISiJBGo#39,
01MLC,8/4kp2/4p1pp/1r2P2P/1P3PK1/8/8/1R6 b - - 0 39,f7f6 h5g6 f6e5 g4h5 e5f4 h5h6 f4f3 g6g7 e7f7 b1f1,2491,103,90,1994,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/kq5aKXa2/black#78,
01MNV,8/1p4k1/1p1p4/2p1p2K/P1P1P3/1P1P4/8/8 b - - 0 38,g7f6 h5h6 f6e6 h6g6 e6e7 g6g7,1968,75,88,1116,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/fFIG7SW1/black#76,
01MOR,1k6/1p2R3/2p1B1r1/p6p/N4r2/8/PPP5/3R3K w - - 2 32,a4c5 f4h4 e6h3 h4h3,1271,76,86,399,endgame mate mateIn2 short,https://lichess.org/z28CI1fv#63,
01MPw,3r4/p1k3q1/1p2p2p/2p1n1p1/2P1N3/P2R2Q1/1P3PPP/6K1 w - - 1 29,d3e3 d8d1 e3e1 d1e1,676,97,65,161,backRankMate endgame mate mateIn2 short,https://lichess.org/XVfpxq4Y#57,
01MQ3,2r5/1Rb1k3/p3p2p/B5p1/2r1p3/6PP/3R1P2/6K1 b - - 0 37,c8b8 b7c7 c4c7 a5c7,853,78,96,3570,advantage endgame short,https://lichess.org/p97EKhqM/black#74,
01MaH,1q5k/p4pp1/8/3p3n/6B1/P7/2QB1PPb/5K2 b - - 0 29,b8b5 g4e2 h5g3 f2g3,1034,77,80,78,advantage defensiveMove endgame fork short,https://lichess.org/936qIspu/black#58,
01Mct,2r5/2pk2p1/p1Rp1p2/1P1PbPq1/4P1p1/6Qb/1PR1BP1P/6K1 w - - 1 35,g3a3 g5f4 a3g3 f4e4 c6c4 e4d5,2147,98,86,20,advantage long middlegame,https://lichess.org/5ZyvaDxe#69,
01Md6,4r1k1/p4pp1/7p/4P3/P2pB3/4n2P/1r4P1/2R1R2K b - - 0 29,e8e5 c1c8 e5e8 c8e8,917,88,83,153,endgame master mate mateIn2 short,https://lichess.org/KSMUL81f/black#58,
01Me6,8/8/8/pK3k2/P7/8/8/8 b - - 1 59,f5e5 b5a5 e5d6 a5b6 d6d7 b6b7,1330,77,92,122,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/njaVheic/black#118,
01MhR,4r2k/8/p1p3Qp/6p1/1qB3b1/2N3N1/1P4PP/R3r2K w - - 2 31,c4f1 e8e6 a1e1 e6g6,2102,75,88,393,advantage master middlegame pin short,https://lichess.org/Qr4qMzRK#61,
01Mlb,4rr2/p4k2/1pnp1Pp1/7p/7N/1P1Pq1P1/P1P3QP/5R1K b - - 4 24,c6d4 g2d5 d4e6 d5b7 e6c7 b7c7,1665,76,91,1064,crushing long middlegame,https://lichess.org/FsLuinvg/black#48,
01MnR,r7/q1pb1pbk/3p2pp/3P4/2Pp2P1/2BP3P/2Q2PB1/R5K1 b - - 8 24,a7a1 c3a1 a8a1 g2f1,1913,74,79,188,advantage defensiveMove master masterVsMaster middlegame short,https://lichess.org/Lbcui4gX/black#48,
01Mp3,8/8/2p4p/3kp1p1/2qp4/6P1/Q4PKP/2N5 w - - 14 47,f2f3 c4a2 c1a2 d5c4 g2f2 c4b3,2452,85,90,2881,crushing endgame long,https://lichess.org/XVqNulDH#93,
01MsO,5rk1/2p3b1/3pq3/P4rp1/1PP1p1Q1/4B2P/5P1K/2R2R2 w - - 0 36,e3g5 e6e5 f2f4 e4f3,2222,75,80,256,crushing discoveredAttack enPassant middlegame short,https://lichess.org/spc2b08F#71,
01N0w,2kr3r/1pp3Q1/p1p5/2b2p1P/q1P5/6BP/PP3P2/1K1RR3 w - - 1 26,g7f6 d8d1 e1d1 a4d1,914,90,95,196,master mate mateIn2 middlegame queensideAttack short,https://lichess.org/uaGsJ7mX#51,
01N1L,4r1k1/ppp1qp2/2np3p/6p1/4r3/2P3B1/PP2NPPP/R2QR1K1 w - - 3 17,d1d2 e4e2 d2e2 e7e2,1195,102,60,27,advantage middlegame short,https://lichess.org/hqMrC4ae#33,Russian_Game Russian_Game_Three_Knights_Game
01N1Y,4r2k/1p2q2p/p3r3/4pp2/PPQ5/7P/2P3PB/4R1K1 b - - 0 31,e6c6 h2e5 e7e5 e1e5 c6c4 e5e8,1349,76,88,919,advantage endgame long,https://lichess.org/SlWbv59O/black#62,
01N6h,7k/pp4pp/6q1/2P5/3Bp2n/2Pn1rPP/PP2QP2/R4RK1 w - - 1 20,g1h2 d3f4 f1e1 f4e2,2016,80,88,76,crushing middlegame short,https://lichess.org/xdTtDqts#39,
01N7E,1r4k1/5ppp/p7/3R4/2p5/PrP5/1P3PPP/3R2K1 b - - 0 23,b3b2 d5d8 b8d8 d1d8,415,103,75,96,backRankMate endgame master mate mateIn2 rookEndgame short,https://lichess.org/NTYOEGJb/black#46,
01N7F,6k1/Q7/6p1/2p4p/P6P/1P3qPK/2P5/8 w - - 1 46,a7c5 f3h1,1564,76,94,3169,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/NBOfEd8e#91,
01NAY,8/pk1K4/1p6/1P6/8/P7/8/8 b - - 4 55,a7a6 a3a4 a6b5 a4b5,1686,75,61,75,crushing endgame pawnEndgame quietMove short,https://lichess.org/bM8MJCNV/black#110,
01NGp,8/4k3/4p3/4b1p1/6P1/1N4p1/p1N3K1/8 w - - 2 47,b3d2 e7d6 d2b3 d6d5,2296,92,82,82,advantage defensiveMove endgame master masterVsMaster short,https://lichess.org/knQO69mD#93,
01NPD,8/5p2/6pk/3PQp2/8/p3PP2/6PK/4q3 b - - 6 39,a3a2 e5h8 h6g5 f3f4 g5g4 h8h3,1309,75,96,4237,endgame long mate mateIn3 queenEndgame,https://lichess.org/Bjg4tsry/black#78,
01NVd,8/1K3Npk/5n2/R6p/7r/p7/8/8 b - - 1 48,h4h3 f7g5 h7g6 g5h3,864,77,100,166,advantage endgame fork master short,https://lichess.org/acDgVv4Q/black#96,
01NZ8,r1b1kb1r/pp3ppp/4p3/qNpn4/8/P2Q2B1/1PP2PPP/1K1R2NR b kq - 0 13,c8d7 b5c7 a5c7 g3c7,1028,166,-4,10,crushing fork opening short,https://lichess.org/q5tbSjgO/black#26,French_Defense French_Defense_Schlechter_Variation
01NZA,8/p7/6p1/P1KR1k1p/1P2r3/8/8/8 b - - 2 52,e4e5 d5e5 f5e5 b4b5,1633,75,96,2442,crushing defensiveMove endgame rookEndgame short,https://lichess.org/igpHQlEe/black#104,
